anime_id,name,genre,type,episodes,rating,members,name-ru,src,srcset
6178,pokemondiamond&amp;pearl:arceuschoukokunojikuue,"Action, Adventure, Comedy, Drama, Fantasy, Kids",Movie,1,7.14,29668,,,
1709,pokemon:mewtwo!warewakokoniari,"Action, Adventure, Comedy, Drama, Fantasy, Kids",Special,1,7.14,38638,Покемон: Мьюту! Я существую!,https://desu.shikimori.me/uploads/poster/animes/1709/preview_alt-307f272b8344b4d66b108bbf4bbf7346.jpeg,https://desu.shikimori.me/uploads/poster/animes/1709/preview_alt_2x-ab00a7607d5fa54d2aa93a64203073c9.jpeg
2993,rosariotovampire,"Comedy, Ecchi, Fantasy, Harem, Romance, School, Shounen, Vampire",TV,13,7.14,299278,Розарио + Вампир,https://desu.shikimori.me/uploads/poster/animes/2993/preview_alt-b94ce4bf61bfd5fd7b742299899bff15.jpeg,https://desu.shikimori.me/uploads/poster/animes/2993/preview_alt_2x-1778608ff2f8c9ce592f9acb87193eb4.jpeg
3493,ryuuseinorockmantribe,Adventure,TV,21,7.14,3510,Воин Мегамен: Племя,https://desu.shikimori.me/uploads/poster/animes/3493/preview_alt-b9271b3e1327e076647b5e3275928e26.jpeg,https://desu.shikimori.me/uploads/poster/animes/3493/preview_alt_2x-98f0280bd2133de51a52df78d67c211b.jpeg
4650,seihoubukyououtlawstarpilot,"Action, Sci-Fi, Space",Special,1,7.14,4046,Звёздные рыцари со звезды изгоев: Пилотный эпизод,https://desu.shikimori.me/uploads/poster/animes/4650/preview_alt-fed03ef8e18c58263ae9bbc333c96d0c.jpeg,https://desu.shikimori.me/uploads/poster/animes/4650/preview_alt_2x-94287092eec108cab3c8444b3861ed6a.jpeg
22687,terraformars,"Action, Drama, Horror, Sci-Fi, Seinen, Space",TV,13,7.14,95964,Хамтаро,https://desu.shikimori.me/uploads/poster/animes/508/preview_alt-c0410844a572332fe054d76c5cccc1b9.jpeg,https://desu.shikimori.me/uploads/poster/animes/508/preview_alt_2x-c360263161b23a6ee35104fb2cf47c4d.jpeg
19697,toarukagakunorailguns:mottomaruttorailgun,Comedy,Special,2,7.14,14807,Цугумомо,https://desu.shikimori.me/uploads/poster/animes/34019/preview_alt-37125ef2951ac11a7a018c839739e3ee.jpeg,https://desu.shikimori.me/uploads/poster/animes/34019/preview_alt_2x-e5fd9a44789de8b8caa16c2f57271cad.jpeg
10249,toarumajutsunoindex-tanii,"Comedy, Parody",Special,2,7.14,20942,Индекс волшебства II: Спецвыпуски,https://desu.shikimori.me/uploads/poster/animes/10249/preview_alt-4ca6a5bb76447aced19c431733b4c97c.jpeg,https://desu.shikimori.me/uploads/poster/animes/10249/preview_alt_2x-22dd4e882c9098338ec8d0ce4de67490.jpeg
1225,3x3eyesseimadensetsu,"Action, Adventure, Demons, Fantasy, Horror, Romance",OVA,3,7.13,8892,,,
58,bluegender,"Adventure, Drama, Horror, Mecha, Military, Romance, Sci-Fi, Space",TV,26,7.13,40581,Синяя порода,https://desu.shikimori.me/uploads/poster/animes/58/preview_alt-9470f25d693941426c003e3daace4ea8.jpeg,https://desu.shikimori.me/uploads/poster/animes/58/preview_alt_2x-cb51a642157e6d466d65957f5cb9e26d.jpeg
998,blueseed,"Action, Adventure, Comedy, Demons, Drama, Ecchi, Horror, Mystery, Romance, Sci-Fi",TV,26,7.13,15194,Голубое семя,https://desu.shikimori.me/uploads/poster/animes/998/preview_alt-7f304f5e773c7ac0a16a1f9c8db7f52e.jpeg,https://desu.shikimori.me/uploads/poster/animes/998/preview_alt_2x-c363babbdcf9d6168192c023ed05a456.jpeg
2561,captainfuture,"Action, Adventure, Sci-Fi, Shounen",TV,52,7.13,1837,Капитан Будущее,https://desu.shikimori.me/uploads/poster/animes/2561/preview_alt-67d084de71aee249b6f94ea1ef0513cd.jpeg,https://desu.shikimori.me/uploads/poster/animes/2561/preview_alt_2x-a225668f2976b97f34ec499885bdaae9.jpeg
6202,daisetsusannoyuushakibaou,"Adventure, Drama",Special,1,7.13,322,Король Клык,https://desu.shikimori.me/uploads/poster/animes/6202/preview_alt-4cee377d2e2e0cb4fd0910b8e16e4236.jpeg,https://desu.shikimori.me/uploads/poster/animes/6202/preview_alt_2x-93653245235294e435be6ff6abb0b2fc.jpeg
2206,galaxyangelzspecial,"Comedy, Sci-Fi",Special,1,7.13,2208,,,
16726,gdgdfairies2,"Comedy, Fantasy",TV,12,7.13,1248,Дворянство,https://desu.shikimori.me/uploads/poster/animes/41345/preview_alt-ae6e0083506c8345f1afe35352c1f66d.jpeg,https://desu.shikimori.me/uploads/poster/animes/41345/preview_alt_2x-76b192a1b3730d1b38d7e22b07a7b20a.jpeg
1022,generatorgawl,"Action, Adventure, Comedy, Drama, Sci-Fi, Shounen",TV,12,7.13,5457,Девушки и танки: Настоящий бой при Анцио! Лекция Юкари Акиямы на тему итальянских танков,https://desu.shikimori.me/uploads/poster/animes/33658/main_alt-2316f627b97733dfdf7e0774a67023bc.jpeg,https://desu.shikimori.me/uploads/poster/animes/33658/main_alt_2x-7f5f1d2a9d10eb01246945b3faf5ddfb.jpeg
4765,gunslingergirl:ilteatrinoova,"Action, Drama, Military, Sci-Fi",OVA,2,7.13,15785,Школа убийц: Театр марионеток OVA,https://desu.shikimori.me/uploads/poster/animes/4765/preview_alt-0e97fffc50948e3d605441c1a72c6c14.jpeg,https://desu.shikimori.me/uploads/poster/animes/4765/preview_alt_2x-7f0c84a4b6ceddb251dfc06f9fde9fbd.jpeg
2997,hinotori:houou-hen,"Drama, Fantasy, Historical",Movie,1,7.13,1323,Жар-птица: Глава о Фениксе,https://desu.shikimori.me/uploads/poster/animes/2997/preview_alt-eea8b6e2191b16b9b139ca3421ab663b.jpeg,https://desu.shikimori.me/uploads/poster/animes/2997/preview_alt_2x-ca7dee26684a088c8189380a565bd2d6.jpeg
8630,hidannoaria,"Action, Comedy, Romance, School",TV,12,7.13,171888,Ария по прозвищу Алая Пуля,https://desu.shikimori.me/uploads/poster/animes/8630/preview_alt-585198482d2c558b0f1956178c211b95.png,https://desu.shikimori.me/uploads/poster/animes/8630/preview_alt_2x-52bc541cddb0015da5af5ece9af955df.png
23425,karnevalspecials,Comedy,Special,11,7.13,4415,Карнавал: Спецвыпуски,https://desu.shikimori.me/uploads/poster/animes/23425/preview_alt-739818bc81d91de895f4974d348f499f.jpeg,https://desu.shikimori.me/uploads/poster/animes/23425/preview_alt_2x-aa02d774c62e5b2afeba497196531ff0.jpeg
2335,kenyuudensetsuyaiba,"Action, Comedy, Fantasy, Martial Arts, Shounen",TV,52,7.13,5158,Яйба~ самурай-легенда,https://desu.shikimori.me/uploads/poster/animes/2335/preview_alt-1b6e022401f35653842d662b346f0b21.jpeg,https://desu.shikimori.me/uploads/poster/animes/2335/preview_alt_2x-3b9aa536d0b7f071a30d120d0ea23710.jpeg
2403,kodomonojikan(tv),"Comedy, Ecchi, School",TV,12,7.13,63348,Детское время,https://desu.shikimori.me/uploads/poster/animes/2403/preview_alt-8acdbe728c19901bb037b812a0e15993.jpeg,https://desu.shikimori.me/uploads/poster/animes/2403/preview_alt_2x-b58282d56083fe075cab4049cd1c590f.jpeg
8876,koedeoshigoto!theanimation,"Comedy, Ecchi, Seinen",OVA,2,7.13,57466,Работа для голоса!,https://desu.shikimori.me/uploads/poster/animes/8876/preview_alt-6d62ec140cc1384cc34681bb3a0ca30d.jpeg,https://desu.shikimori.me/uploads/poster/animes/8876/preview_alt_2x-c70cfd743bde6e25dd8df1ac37b527b8.jpeg
31815,"konodanshi,mahougaoshigotodesu.","Fantasy, Magic, Shounen Ai",TV,4,7.13,9961,,,
1384,kyuuketsuhimemiyu,"Action, Demons, Drama, Horror, Vampire",OVA,4,7.13,11019,Принцесса-вампир Мию OVA,https://desu.shikimori.me/uploads/poster/animes/1384/preview_alt-eba544c1abb5372941ba464b0941d442.jpeg,https://desu.shikimori.me/uploads/poster/animes/1384/preview_alt_2x-6076bd0b5df40379e8e4a502f999a74e.jpeg
1138,medarot,"Adventure, Comedy, Sci-Fi, Shounen",TV,52,7.13,30148,Медарот,https://desu.shikimori.me/uploads/poster/animes/1138/preview_alt-524a020384c8c4b9dca8cb977db2777c.jpeg,https://desu.shikimori.me/uploads/poster/animes/1138/preview_alt_2x-e37b6e87a180389e05c1b3a2ba458850.jpeg
22071,mikakunindeshinkoukei:mite.aregawatashitachinotomatteiruryokanyo.,"Comedy, Romance, Slice of Life",Special,1,7.13,19538,Помолвлена с незнакомцем: Спецвыпуск,https://desu.shikimori.me/uploads/poster/animes/22071/preview_alt-1557aa19ad779b6e1d1743baba8b1954.jpeg,https://desu.shikimori.me/uploads/poster/animes/22071/preview_alt_2x-f031be705611cd094ab1338faf26b9a8.jpeg
3656,monochromefactor,"Action, Shounen Ai, Supernatural",TV,24,7.13,36517,Monochrome Factor,https://desu.shikimori.me/uploads/poster/animes/3656/preview_alt-eaaf1e1138b2105ab4f521406f5f9893.jpeg,https://desu.shikimori.me/uploads/poster/animes/3656/preview_alt_2x-69e5152e21e9fcfde46f09c5d3f02ce6.jpeg
3136,ochamegamimonogatari:korokoropollon,"Comedy, Magic, Parody",TV,46,7.13,1049,Маленькая Поллон,https://desu.shikimori.me/uploads/poster/animes/3136/preview_alt-e6638b2f010a07ab0f5b32c016a45b6b.jpeg,https://desu.shikimori.me/uploads/poster/animes/3136/preview_alt_2x-ff7af0674938a4a379a229bf07d9994d.jpeg
9798,pandanetotamago-hime,"Adventure, Fantasy",Movie,1,7.13,1995,Мистер Тесто и Принцесса Яйцо,https://desu.shikimori.me/uploads/poster/animes/9798/preview_alt-76ae7c25768fdb694c600201a51c327a.jpeg,https://desu.shikimori.me/uploads/poster/animes/9798/preview_alt_2x-0449565da52df8d53745b792e7d94a89.jpeg
7695,pokemondiamond&amp;pearl:geneinohashazoroark,"Action, Adventure, Fantasy, Kids",Movie,1,7.13,24575,,,
10276,princeoftennis:minitheater,Comedy,Special,3,7.13,3010,,,
10819,ranma:tendou-kenooyobidenaiyatsura!,"Comedy, Martial Arts, Slice of Life",Special,1,7.13,2077,Ранма 1/2: Докучливые гости дома Тэндо,https://desu.shikimori.me/uploads/poster/animes/10819/preview_alt-5ae3b082ad6ebd9714587ca54ee7961c.jpeg,https://desu.shikimori.me/uploads/poster/animes/10819/preview_alt_2x-fd3205b8771f1015f56b5dd38f7fa700.jpeg
12137,robotica*robotics,"Psychological, Sci-Fi, Shounen Ai, Slice of Life",OVA,1,7.12,5769,Робототехника * робототехники,https://desu.shikimori.me/uploads/poster/animes/12137/preview_alt-11d07779d4682ddc758422d8ba9af278.jpeg,https://desu.shikimori.me/uploads/poster/animes/12137/preview_alt_2x-d76c2bd153797015be419297f49a2f79.jpeg
1258,saintseiya:kamigaminoatsukitatakai,"Adventure, Sci-Fi, Shounen",Movie,1,7.13,8894,Рыцари Зодиака: Битва богов,https://desu.shikimori.me/uploads/poster/animes/1258/preview_alt-792008a0d3652e644db364051f30a797.jpeg,https://desu.shikimori.me/uploads/poster/animes/1258/preview_alt_2x-1d81b1372256967572c81e5c1c2727d0.jpeg
30649,shinatashin'chi,"Comedy, Slice of Life",TV,26,7.14,1202,Весна Кэндзи,https://desu.shikimori.me/uploads/poster/animes/1206/preview_alt-ed8bf0a3aa37e8e103a762f1bdb58ab2.jpeg,https://desu.shikimori.me/uploads/poster/animes/1206/preview_alt_2x-28dbb0671effda642624d66e658aed29.jpeg
30363,shinmaimaounotestamentburst,"Action, Demons, Ecchi, Fantasy, Harem, Romance",TV,10,7.13,93293,По велению адской сестры: Взрыв,https://desu.shikimori.me/uploads/poster/animes/30363/preview_alt-bf9cf39961b326760ca9cdf92735bc4d.jpeg,https://desu.shikimori.me/uploads/poster/animes/30363/preview_alt_2x-ee7436c21a328901b82ac15b88db35d7.jpeg
33433,shuumatsunoizetta,"Action, Historical, Military",TV,12,7.12,74026,Изетта~ последняя ведьма,https://desu.shikimori.me/uploads/poster/animes/33433/preview_alt-db0017a1255dbed67af55006aa04a656.png,https://desu.shikimori.me/uploads/poster/animes/33433/preview_alt_2x-991cd8df3b54fc2458636c62b314fd6e.png
2604,skygirls,"Mecha, Military, Sci-Fi",TV,26,7.13,17115,Небесные девочки,https://desu.shikimori.me/uploads/poster/animes/2604/preview_alt-2968e84e72b0bb9da1d7e28a7edb83e2.jpeg,https://desu.shikimori.me/uploads/poster/animes/2604/preview_alt_2x-1bd9f4c5a16e388efc2e6679d542c677.jpeg
12321,thermaeromae,"Comedy, Historical, Seinen",TV,3,7.13,13444,Термы Рима,https://desu.shikimori.me/uploads/poster/animes/12321/preview_alt-7dbbacb7ca985ed12047fd22d61bdab9.jpeg,https://desu.shikimori.me/uploads/poster/animes/12321/preview_alt_2x-13703face29afaf45bfad595b9ac3155.jpeg
6941,toriko:jumpsuperanimetour2009special,"Action, Adventure, Comedy, Shounen, Super Power",Special,1,7.13,4650,Торико: Тур Джампа 2009,https://desu.shikimori.me/uploads/poster/animes/6941/preview_alt-8dede65c40fffda1375ee883e37b11cd.jpeg,https://desu.shikimori.me/uploads/poster/animes/6941/preview_alt_2x-d8add356975d4b96d69f21d97096fe1b.jpeg
961,virtuafighter,"Action, Adventure, Comedy, Martial Arts, Shounen",TV,35,7.13,3875,Виртуальный боец,https://desu.shikimori.me/uploads/poster/animes/961/preview_alt-9fe091e0e1dcc187e3ffc054597fb531.jpeg,https://desu.shikimori.me/uploads/poster/animes/961/preview_alt_2x-52d008906927945a5c15efd3d389b510.jpeg
4773,yamatotakeru,"Action, Adventure, Fantasy, Magic, Mecha, Sci-Fi, Shounen, Space",TV,37,7.13,883,Ямато Такэру,https://desu.shikimori.me/uploads/poster/animes/4773/preview_alt-8a4f421630925ee2d8de082ec22501eb.jpeg,https://desu.shikimori.me/uploads/poster/animes/4773/preview_alt_2x-8633d96f5bb36e00f392c33ee180e4d3.jpeg
4094,batman:gothamknight,"Action, Adventure, Martial Arts",OVA,6,7.12,15958,Бэтмен: Рыцарь Готэма,https://desu.shikimori.me/uploads/poster/animes/4094/preview_alt-de88f21fa7ded15e2cb0b56304d41306.jpeg,https://desu.shikimori.me/uploads/poster/animes/4094/preview_alt_2x-eea5bcffb4e9a07f753ec582a104d1c3.jpeg
7366,"bokunochikyuuwomamotte:alicekara,rin-kune","Drama, Romance, Sci-Fi, Shoujo",Movie,1,7.12,880,,,
2124,codegeass:hangyakunolelouchrecaps,"Action, Mecha, Military, School, Super Power",Special,2,7.12,23194,Код Гиас: Восставший Лелуш — Рекапы,https://desu.shikimori.me/uploads/poster/animes/2124/preview_alt-91cc440e130518bd877e44448a96bbea.jpeg,https://desu.shikimori.me/uploads/poster/animes/2124/preview_alt_2x-32b1d4f86c86ff863b815936978b5cb7.jpeg
15037,corpseparty:torturedsouls-bougyakusaretatamashiinojukyou,"Horror, Mystery",OVA,4,7.12,126699,Вечеринка мертвецов: Замученные души,https://desu.shikimori.me/uploads/poster/animes/15037/preview_alt-d99a74f74ea8b061a5d2575e700ba339.jpeg,https://desu.shikimori.me/uploads/poster/animes/15037/preview_alt_2x-7ac7e875c98d31552f4f12a13b3ea151.jpeg
5071,croket!,"Action, Adventure, Comedy, Fantasy",TV,52,7.12,310,Крокет!,https://desu.shikimori.me/uploads/poster/animes/5071/preview_alt-201e7f6c525283b88c1c81419cc81f91.jpeg,https://desu.shikimori.me/uploads/poster/animes/5071/preview_alt_2x-2dd69fc6acc789c8a95393057c8d22fd.jpeg
10418,deadmanwonderlandova,"Action, Horror, Sci-Fi",OVA,1,7.12,78878,,,
3561,dennouboukenkiwebdiver,"Adventure, Mecha, Sci-Fi, Shounen",TV,52,7.12,876,Приключения Вебдрайва,https://desu.shikimori.me/uploads/poster/animes/3561/preview_alt-59e41867b53a721184eb20e365e68240.jpeg,https://desu.shikimori.me/uploads/poster/animes/3561/preview_alt_2x-6a9fd3de64ebf237473e7649061a4c0b.jpeg
30988,futsuunojoshikouseiga[locodol]yattemita.ova,"Comedy, Seinen",OVA,2,7.12,4122,Местные идолы OVA,https://desu.shikimori.me/uploads/poster/animes/30988/preview_alt-146381e26a80fcd9eaa30d0b2e151c4b.jpeg,https://desu.shikimori.me/uploads/poster/animes/30988/preview_alt_2x-bcd236b9646d9b1696f97fd5fcc27cb4.jpeg
507,gravitation:lyricsoflove,"Comedy, Romance, Shoujo, Shounen Ai",OVA,2,7.12,22015,Гравитация: Слова любви,https://desu.shikimori.me/uploads/poster/animes/507/preview_alt-18035ca2f9e816cdc32a5e5526c521d5.jpeg,https://desu.shikimori.me/uploads/poster/animes/507/preview_alt_2x-8ee9ee000d9f0dc9e05146bca4afc293.jpeg
24457,houkagonoouji-sama,"Comedy, School, Shounen, Sports",Special,5,7.13,1199,,,
18097,inazumaelevengo:galaxy,"Shounen, Sports, Super Power",TV,43,7.11,9258,Инадзума 11: Только вперёд! — Галактика,https://desu.shikimori.me/uploads/poster/animes/18097/preview_alt-2e154d37a757063328cfa594f9b16d90.jpeg,https://desu.shikimori.me/uploads/poster/animes/18097/preview_alt_2x-4371264d6ecff347cb6303d5b31be6f8.jpeg
358,"iriyanosora,ufononatsu","Drama, Romance, Sci-Fi",OVA,6,7.12,18254,,,
9041,is:infinitestratos,"Action, Comedy, Harem, Mecha, Sci-Fi",TV,12,7.12,254543,Бесконечные небеса,https://desu.shikimori.me/uploads/poster/animes/9041/preview_alt-1774759992c754a09ec513c22e0386f0.jpeg,https://desu.shikimori.me/uploads/poster/animes/9041/preview_alt_2x-81083074b3e2e9cfd8f69ffc0bbe6ec7.jpeg
10794,is:infinitestratosencore-koinikogarerurokujuusou,"Action, Comedy, Harem, Mecha, Sci-Fi",OVA,1,7.12,56577,Бесконечные небеса OVA,https://desu.shikimori.me/uploads/poster/animes/10794/preview_alt-d81e73da4ac98da5940b3854c6594fb9.jpeg,https://desu.shikimori.me/uploads/poster/animes/10794/preview_alt_2x-008813966ad6a8528382e451e7c1d5a0.jpeg
4082,kaibutsuoujo:konsuioujo,"Comedy, Horror, Supernatural",Special,1,7.12,7362,,,
33490,kaitoujoker4thseason,"Adventure, Comedy, Mystery, Shounen",TV,Unknown,7.12,1178,Загадочный Джокер 4,https://desu.shikimori.me/uploads/poster/animes/33490/preview_alt-06f6551e0f66d6ba29efa9fff266c9b0.jpeg,https://desu.shikimori.me/uploads/poster/animes/33490/preview_alt_2x-8492109a430d76fe7975456d29eb804c.jpeg
968,kakutoubijinwulong:rebirth,"Action, Comedy, Martial Arts, School, Shounen",TV,25,7.12,1895,Боевая красавица Улун: Возрождение,https://desu.shikimori.me/uploads/poster/animes/968/preview_alt-9d1eddf439f6a04903ac0b6edd3f5366.jpeg,https://desu.shikimori.me/uploads/poster/animes/968/preview_alt_2x-fae9a8344aad6ee027f242c43787f213.jpeg
20039,killmebaby:butsuzoukegattenisehalloween,"Comedy, School",OVA,1,7.12,7171,Прикончи меня~ детка OVA,https://desu.shikimori.me/uploads/poster/animes/20039/preview_alt-7ef31a8cccfe6b23a75c7f0444efb98f.jpeg,https://desu.shikimori.me/uploads/poster/animes/20039/preview_alt_2x-09bb9c7b338787741b7379a3f1f14b9e.jpeg
5834,kyojinnohoshi,"Drama, Sports",TV,182,7.12,729,Звезда Кёдзина,https://desu.shikimori.me/uploads/poster/animes/5834/preview_alt-1f4c6afaeaa75355bfd87535329000d2.jpeg,https://desu.shikimori.me/uploads/poster/animes/5834/preview_alt_2x-d97564ceb4b61a405c89a2435f1c08e9.jpeg
5834,kyojinnohoshi,"Drama, Sports",TV,182,7.12,729,Звезда Кёдзина,https://desu.shikimori.me/uploads/poster/animes/5834/preview_alt-1f4c6afaeaa75355bfd87535329000d2.jpeg,https://desu.shikimori.me/uploads/poster/animes/5834/preview_alt_2x-d97564ceb4b61a405c89a2435f1c08e9.jpeg
30896,lovelive!schoolidolproject:'snextlovelive!2014-endlessparadeencoreanimation,Comedy,Special,1,7.13,1733,Люпен III: В погоне за сокровищем Харимао,https://desu.shikimori.me/uploads/poster/animes/1434/preview_alt-0031509e6b2abae33095bdeaf63deb87.jpeg,https://desu.shikimori.me/uploads/poster/animes/1434/preview_alt_2x-9a69b7edb96339aefda3fe03047c750c.jpeg
6182,maihime,"Drama, Historical, Romance",OVA,1,7.12,1120,Танцовщица,https://desu.shikimori.me/uploads/poster/animes/6182/preview_alt-bf9ea29d0252eaf0658b80082f87df00.jpeg,https://desu.shikimori.me/uploads/poster/animes/6182/preview_alt_2x-b5186c0ece002be4763779667c8084db.jpeg
1916,mobilesuitgundammsigloo:apocalypse0079,"Mecha, Military, Sci-Fi, Space",OVA,3,7.12,7862,,,
1137,mushrambo,"Adventure, Drama, Fantasy, Sci-Fi, Shounen",TV,32,7.12,8722,Кот в сапогах,https://desu.shikimori.me/uploads/poster/animes/2279/preview_alt-3d1f06603ff9bdb112000a1f882d9671.jpeg,https://desu.shikimori.me/uploads/poster/animes/2279/preview_alt_2x-1f5f5af63e4eb63386a2c3de4955e48c.jpeg
2084,ngknightramune&amp;40,"Adventure, Comedy, Fantasy, Mecha, Shounen",TV,38,7.12,1056,,,
6219,nijiirohotaru:eiennonatsuyasumi,"Fantasy, Romance, Slice of Life",Movie,1,7.12,3523,Радужные светлячки: Вечные летние каникулы,https://desu.shikimori.me/uploads/poster/animes/6219/preview_alt-95b296f481205671331bf2ac37c6cb39.jpeg,https://desu.shikimori.me/uploads/poster/animes/6219/preview_alt_2x-e46760d49356ca069d9bad9aca741010.jpeg
32553,nisekoi:ova,"Comedy, Harem, Romance, School, Shounen",OVA,2,7.12,17022,Притворная любовь 2 OVA,https://desu.shikimori.me/uploads/poster/animes/32553/preview_alt-a3d178ba807d0ccf84fe44ec6c452361.jpeg,https://desu.shikimori.me/uploads/poster/animes/32553/preview_alt_2x-9e30cb7487c310a31f88a141bb0331f8.jpeg
2570,ochamenafutago:clairegakuinmonogatari,"Comedy, Historical, Kids, School, Shoujo, Slice of Life",TV,26,7.12,1228,Озорные близнецы,https://desu.shikimori.me/uploads/poster/animes/2570/preview_alt-2e037f476da56d4ec92ec38fc5ad4cc8.jpeg,https://desu.shikimori.me/uploads/poster/animes/2570/preview_alt_2x-62d6d01e968dd87086de8c1b008c6c03.jpeg
15807,ro-kyu-bu!:tomokanoichigosundae,"Comedy, Ecchi, School, Sports",OVA,1,7.12,10122,Баскетбольный клуб! OVA,https://desu.shikimori.me/uploads/poster/animes/15807/preview_alt-9c51b203d35fa81256c2e0626f6e46f0.jpeg,https://desu.shikimori.me/uploads/poster/animes/15807/preview_alt_2x-b24178d38bd126d16ae14f9fa982ab27.jpeg
9716,rurounikenshin:reviewspecial,"Action, Comedy, Samurai, Shounen",Special,1,7.12,3323,Бродяга Кэнсин: Обзор,https://desu.shikimori.me/uploads/poster/animes/9716/main_alt-7d65053e1cd5f8bdaa74b74819e6388f.jpeg,https://desu.shikimori.me/uploads/poster/animes/9716/main_alt_2x-3106728e83f71f7c48ea477bb5d91971.jpeg
10592,scryedalterationi:tao,"Action, Adventure, Sci-Fi, Shounen, Super Power",Movie,1,7.13,3108,,,
31229,servamp,"Action, Comedy, Drama, Josei, Supernatural, Vampire",TV,12,7.12,73126,Сервамп,https://desu.shikimori.me/uploads/poster/animes/31229/preview_alt-a9ead34405e08676a357ade0a015b05b.png,https://desu.shikimori.me/uploads/poster/animes/31229/preview_alt_2x-5a757468d294a2d215d2bfefca18ed10.png
6344,shikabanehime:kurospecial,"Action, Adventure, Drama, Horror, Supernatural",Special,1,7.12,9558,,,
3332,stop!!hibari-kun!,Comedy,TV,35,7.12,1355,Стоп~ Хибари!,https://desu.shikimori.me/uploads/poster/animes/3332/preview_alt-bea95e2dc9a9cdf46c0040e8a6765a4a.jpeg,https://desu.shikimori.me/uploads/poster/animes/3332/preview_alt_2x-07ccaad29dd714b2524a24b422afa7d6.jpeg
3574,switch,"Action, Mystery, Police",OVA,2,7.12,17871,Переключатель,https://desu.shikimori.me/uploads/poster/animes/3574/preview_alt-e9dd4914a43554407f627db21981cb0e.jpeg,https://desu.shikimori.me/uploads/poster/animes/3574/preview_alt_2x-8633c28c5c6fa4607fca6d7ee6c0109f.jpeg
9673,urategamibachi,Comedy,Special,25,7.12,3326,,,
5298,yugioh!5d's:shinkasurukettou!stardustvs.reddemon's,"Fantasy, Game, Sci-Fi",Special,1,7.12,5176,Югио! 5D — Спецвыпуск,https://desu.shikimori.me/uploads/poster/animes/5298/preview_alt-682f582558ddb613650f1a8763f10aa3.jpeg,https://desu.shikimori.me/uploads/poster/animes/5298/preview_alt_2x-d1fd70edb3880c61d1744eb07501e38c.jpeg
4651,yumenocrayonoukoku,"Adventure, Comedy, Fantasy, Shoujo",TV,70,7.12,686,Герой Юна Юки: История Суми Вашио — Друг,https://desu.shikimori.me/uploads/poster/animes/34374/preview_alt-e484b296fbc9e53239aa8b746250b001.jpeg,https://desu.shikimori.me/uploads/poster/animes/34374/preview_alt_2x-7dfc0d7d6fa8badfe0f1b4f47c47931d.jpeg
2810,animehimitsunohanazono,"Drama, Historical, Kids, Shoujo",TV,39,7.11,2188,Таинственный сад,https://desu.shikimori.me/uploads/poster/animes/2810/preview_alt-9e5d4c59ce71871f153ee8223ef0fa35.jpeg,https://desu.shikimori.me/uploads/poster/animes/2810/preview_alt_2x-49f5bdcc80861cafd3afbc02e6bcf801.jpeg
659,azumangadaioh:gekijoutanpen,"Comedy, School, Slice of Life",Special,1,7.11,28941,,,
27727,binankoukouchikyuubouei-bulove!,"Comedy, Magic, School, Slice of Life",TV,12,7.11,45873,Красавцы из клуба защитников Земли,https://desu.shikimori.me/uploads/poster/animes/27727/preview_alt-9040ed94669322335ccbcf4fc6975fcc.jpeg,https://desu.shikimori.me/uploads/poster/animes/27727/preview_alt_2x-6e57d68b5d7ae9dd7f589f3c9f47456c.jpeg
9348,chibimaruko-chan:watashinosukinauta,"Comedy, Slice of Life",Movie,1,7.11,401,Малышка Маруко-тян: Мои любимые песни,https://desu.shikimori.me/uploads/poster/animes/9348/preview_alt-65fa8e9f3d529f0afbb27caf82b4cf0c.jpeg,https://desu.shikimori.me/uploads/poster/animes/9348/preview_alt_2x-7aa2e27c6e785671e4629c0789e6d5f9.jpeg
18745,chihayafuru2:wagamiyonifurunagameseshimani,"Comedy, Josei, Slice of Life",OVA,1,7.11,18659,,,
9200,daejanggeum:janggeum'sdream2,"Adventure, Comedy, Historical",TV,26,7.11,452,Мечта Чан Гым 2,https://desu.shikimori.me/uploads/poster/animes/9200/preview_alt-f2688885b1443ce4683bee1804ea3282.jpeg,https://desu.shikimori.me/uploads/poster/animes/9200/preview_alt_2x-a5806eb86e7948cc5082a62a8ffd980c.jpeg
1826,deltoraquest,"Adventure, Fantasy, Kids",TV,65,7.11,10591,В поисках Дельторы,https://desu.shikimori.me/uploads/poster/animes/1826/preview_alt-3759e778970cae198d52879d9e0ac4a9.jpeg,https://desu.shikimori.me/uploads/poster/animes/1826/preview_alt_2x-670b81677329769fdd36359d1466bc39.jpeg
3312,dr.slump,"Comedy, Sci-Fi, Shounen, Slice of Life",TV,74,7.11,8735,Доктор Сламп,https://desu.shikimori.me/uploads/poster/animes/3312/preview_alt-ea562f59ad20711843560fd696a17875.jpeg,https://desu.shikimori.me/uploads/poster/animes/3312/preview_alt_2x-d1a65827ad7be0f6b288d496617fe148.jpeg
903,dragonballzmovie10:kikennafutari!supersenshiwanemurenai,"Action, Adventure, Comedy, Demons, Fantasy, Martial Arts, Shounen, Super Power",Movie,1,7.11,54947,Драконий жемчуг Зет: Броли — Второе появление,https://desu.shikimori.me/uploads/poster/animes/903/preview_alt-b6b5e1c1c56fd4c654376133f7ddcb32.jpeg,https://desu.shikimori.me/uploads/poster/animes/903/preview_alt_2x-05454e5164f5557ecd8f50c6e190107c.jpeg
